href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=76,english19,male,"['louisville', 'kentucky', 'usa']",english (eng),"['spanish', '']","['53,', 'male', '']",0,naturalistic,['usa'],53,53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=78,english20,female,"['mt. holly', 'north carolina', 'usa']",english (eng),['none'],"['27,', 'female', '']",0,naturalistic,['usa'],27,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=79,english21,female,"['boston', 'massachusetts', 'usa']",english (eng),"['italian', '']","['37,', 'female', '']",0,naturalistic,['usa'],37,37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=80,english22,female,"['panama city', 'panama']",english (eng),"['spanish', '']","['25,', 'female', '']",0,naturalistic,['usa'],5,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=81,english23,male,"['englewood', 'tennessee', 'usa']",english (eng),['none'],"['43,', 'male', '']",0,naturalistic,['usa'],43,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=82,english24,male,"['glasgow', 'scotland', 'uk']",english (eng),"['french', '']","['37,', 'male', '']",0,naturalistic,"['uk,usa']",37,37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=83,english25,male,"['atlanta', 'georgia', 'usa']",english (eng),['none'],"['57,', 'male', '']",0,naturalistic,['usa'],57,57
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=84,english26,male,"['smith island', 'maryland', 'usa']",english (eng),['none'],"['71,', 'male', '']",0,naturalistic,['usa'],71,71
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=85,english27,female,"['smith island', 'maryland', 'usa']",english (eng),['none'],"['37,', 'female', '']",0,naturalistic,['usa'],37,37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=86,english28,male,"['toronto', 'ontario', 'canada']",english (eng),"['french', 'russian', '']","['54,', 'male', '']",0,naturalistic,['canada'],54,54
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=87,english29,female,"['lindsay', 'ontario', 'canada']",english (eng),['none'],"['54,', 'female', '']",0,naturalistic,['canada'],54,54
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=89,english30,female,"[""st. mary's"", 'ontario', 'canada']",english (eng),"['french', 'swedish', '']","['30,', 'female', '']",0,naturalistic,['canada'],30,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=90,english31,female,"['st. augustine', 'trinidad']",english (eng),['none'],"['31,', 'female', '']",0,naturalistic,"['trinidad,usa']",31,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=91,english32,female,"['fresno', 'california', 'usa']",english (eng),['none'],"['50,', 'female', '']",0,naturalistic,['usa'],50,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=92,english33,male,"['san diego', 'california', 'usa']",english (eng),['none'],"['21,', 'male', '']",0,naturalistic,['usa'],21,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=93,english34,female,"['ronkonkoma', 'new york', 'usa']",english (eng),"['french', '']","['18,', 'female', '']",0,naturalistic,['usa'],18,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=94,english35,female,"['milwaukee', 'wisconsin', 'usa']",english (eng),"['spanish', '']","['60,', 'female', '']",0,naturalistic,['usa'],60,60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=95,english36,male,"['arcadia', 'wisconsin', 'usa']",english (eng),['none'],"['60,', 'male', '']",0,naturalistic,['usa'],60,60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=96,english37,female,"['yole', 'india']",english (eng),"['hindi-urdu', 'french', '']","['28,', 'female', '']",0,naturalistic,['usa'],7,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=97,english38,male,"['littlehampton', 'uk']",english (eng),['none'],"['27,', 'male', '']",0,naturalistic,['uk'],27,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=98,english39,female,"['new orleans', 'louisiana', 'usa']",english (eng),['none'],"['59,', 'female', '']",0,naturalistic,['usa'],59,59
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=100,english40,male,"['dudley', 'uk']",english (eng),['none'],"['53,', 'male', '']",0,naturalistic,['uk'],53,53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=101,english41,male,"['wellington', 'new zealand']",english (eng),"['hebrew', 'french', '']","['44,', 'male', '']",0,naturalistic,['new zealand'],21,44
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=102,english42,male,"['nigel', 'south africa']",english (eng),"['afrikaans', 'zulu', '']","['65,', 'male', '']",0,naturalistic,['south africa'],60,65
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=103,english43,male,"['vancouver', 'british columbia', 'canada']",english (eng),['none'],"['47,', 'male', '']",0,naturalistic,['canada'],47,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=104,english44,female,"['winston salem', 'north carolina', 'usa']",english (eng),"['spanish', 'french', '']","['63,', 'female', '']",0,naturalistic,['usa'],63,63
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=105,english45,male,"['pine bluff', 'arkansas', 'usa']",english (eng),['none'],"['52,', 'male', '']",0,naturalistic,['usa'],52,52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=106,english46,male,"['creswell', 'north carolina', 'usa']",english (eng),['none'],"['73,', 'male', '']",0,naturalistic,['usa'],73,73
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=107,english47,female,"['plantersville', 'arkansas', 'usa']",english (eng),['none'],"['76,', 'female', '']",0,naturalistic,['usa'],76,76
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=108,english48,male,"['port moresby', 'national capital district', 'papua new guinea']",english (eng),"['tok', 'pisin', 'igbo', '']","['26,', 'male', '']",0,naturalistic,"['papua new guinea,uk,usa']",26,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=109,english49,male,"['castro valley', 'california', 'usa']",english (eng),['none'],"['43,', 'male', '']",0,naturalistic,['usa'],43,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=111,english50,female,"['baltic', 'south dakota', 'usa']",english (eng),"['french', '']","['29,', 'female', '']",0,naturalistic,['usa'],29,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=112,english51,male,"['detroit', 'michigan', 'usa']",english (eng),"['italian', '']","['67,', 'male', '']",0,naturalistic,['usa'],67,67
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=113,english52,male,"['calgary', 'alberta', 'canada']",english (eng),['none'],"['20,', 'male', '']",0,naturalistic,"['canada', 'usa']",20,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=114,english53,male,"['syracuse', 'new york', 'usa']",english (eng),['none'],"['63,', 'male', '']",0,naturalistic,['usa'],63,63
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=115,english54,female,"['new albany', 'indiana', 'usa']",english (eng),['none'],"['40,', 'female', '']",0,naturalistic,['usa'],40,40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=116,english55,female,"['st. louis', 'missouri', 'usa']",english (eng),['none'],"['53,', 'female', '']",0,naturalistic,['usa'],53,53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=117,english56,male,"['londonderry', 'northern ireland', 'uk']",english (eng),"['ulster', 'scots', '']","['20,', 'male', '']",0,naturalistic,['northern ireland'],20,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=118,english57,male,"['birmingham 1', 'uk']",english (eng),"['french', 'spanish', '']","['34,', 'male', '']",0,naturalistic,"['uk,canada']",34,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=119,english58,female,"['southhampton', 'uk']",english (eng),['none'],"['46,', 'female', '']",0,naturalistic,"['uk,usa']",16,46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=120,english59,male,"['columbus', 'ohio', 'usa']",english (eng),"['greek', 'german', '']","['30,', 'male', '']",0,naturalistic,['usa'],30,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=122,english60,male,"['chesapeake', 'virginia', 'usa']",english (eng),['none'],"['18,', 'male', '']",0,naturalistic,['usa'],18,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=123,english61,male,"['toronto', 'ontario', 'canada']",english (eng),['none'],"['19,', 'male', '']",0,naturalistic,['canada'],19,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=124,english62,male,"['west jordan', 'utah', 'usa']",english (eng),['none'],"['30,', 'male', '']",0,naturalistic,['usa'],30,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=125,english63,male,"['lewisville', 'texas', 'usa']",english (eng),"['spanish', '']","['21,', 'male', '']",0,naturalistic,['usa'],21,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=126,english64,female,"['montreal', 'quebec', 'canada']",english (eng),"['french', '']","['25,', 'female', '']",0,naturalistic,['canada'],25,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=127,english65,male,"['lewistown', 'pennsylvania', 'usa']",english (eng),['none'],"['47,', 'male', '']",0,naturalistic,['usa'],47,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=128,english66,male,"['baltimore', 'maryland', 'usa']",english (eng),['none'],"['19,', 'male', '']",0,naturalistic,['usa'],19,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=129,english67,male,"['princeton', 'indiana', 'usa']",english (eng),"['french', '']","['37,', 'male', '']",0,naturalistic,['usa'],37,37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=130,english68,male,"['new york', 'new york', 'usa']",english (eng),['none'],"['52,', 'male', '']",0,naturalistic,['usa'],52,52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=131,english69,male,"['adelaide', 'australia']",english (eng),"['korean', '']","['23,', 'male', '']",0,naturalistic,['australia'],23,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=133,english70,male,"['beaumont', 'texas', 'usa']",english (eng),['none'],"['21,', 'male', '']",0,naturalistic,['usa'],21,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=134,english71,male,"['west covina', 'california', 'usa']",english (eng),['none'],"['20,', 'male', '']",0,naturalistic,['usa'],20,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=135,english72,male,"['kilkenny', 'ireland']",english (eng),"['irish', '']","['31,', 'male', '']",0,naturalistic,['ireland'],31,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=136,english73,male,"['darwin', 'australia']",english (eng),['none'],"['24,', 'male', '']",0,naturalistic,['australia'],24,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=137,english74,male,"['wichita', 'kansas', 'usa']",english (eng),"['spanish', '']","['21,', 'male', '']",0,naturalistic,['usa'],21,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=138,english75,male,"['idaho falls', 'idaho', 'usa']",english (eng),['none'],"['32,', 'male', '']",0,naturalistic,['usa'],32,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=139,english76,female,"['boston', 'massachusetts', 'usa']",english (eng),"['french', 'spanish', 'hebrew', '']","['18,', 'female', '']",0,naturalistic,['usa'],18,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=140,english77,male,"['melbourne', 'australia']",english (eng),"['japanese', '']","['26,', 'male', '']",0,naturalistic,['australia'],26,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=141,english78,female,"['caribou', 'maine', 'usa']",english (eng),"['french', '']","['20,', 'female', '']",0,naturalistic,['usa'],20,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=142,english79,male,"['boston', 'massachusetts', 'usa']",english (eng),['none'],"['73,', 'male', '']",0,naturalistic,['usa'],73,73
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=144,english80,male,"['glasgow', 'scotland', 'uk']",english (eng),['none'],"['34,', 'male', '']",0,naturalistic,"['uk', 'canada']",34,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=145,english81,male,"['st. paul', 'minnesota', 'usa']",english (eng),"['spanish', '']","['30,', 'male', '']",0,naturalistic,['usa'],30,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=146,english82,female,"['chicago', 'illinois', 'usa']",english (eng),['none'],"['50,', 'female', '']",0,naturalistic,['usa'],50,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=147,english83,female,"['winnfield', 'louisiana', 'usa']",english (eng),"['french', '']","['42,', 'female', '']",0,naturalistic,['usa'],42,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=148,english84,male,"['sydney', 'australia']",english (eng),"['tok', 'pisin', '']","['45,', 'male', '']",0,naturalistic,['australia'],45,45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=149,english85,male,"['strabane', 'northern ireland', 'uk']",english (eng),['none'],"['31,', 'male', '']",0,naturalistic,['uk'],31,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=150,english86,male,"['charleston', 'south carolina', 'usa']",english (eng),"['spanish', '']","['50,', 'male', '']",0,naturalistic,['usa'],50,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=151,english87,female,"['tamworth', 'australia']",english (eng),"['esperanto', 'german', '']","['18,', 'female', '']",0,naturalistic,['australia'],18,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=152,english88,male,"['grand rapids', 'michigan', 'usa']",english (eng),['none'],"['18,', 'male', '']",0,naturalistic,['usa'],18,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=153,english89,male,"['kingston ma', 'massachusetts', 'usa']",english (eng),"['spanish', '']","['18,', 'male', '']",0,naturalistic,['usa'],18,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=155,english90,male,"['pittsburgh', 'pennsylvania', 'usa']",english (eng),['none'],"['53,', 'male', '']",0,naturalistic,['usa'],53,53
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=156,english91,male,"['kingston', 'jamaica']",english (eng),"['patois', '']","['23,', 'male', '']",0,naturalistic,['jamaica'],23,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=157,english92,female,"['wisconsin rapids', 'wisconsin', 'usa']",english (eng),['none'],"['22,', 'female', '']",0,naturalistic,['usa'],22,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=158,english93,female,"['mamou', 'louisiana', 'usa']",english (eng),['none'],"['22,', 'female', '']",0,naturalistic,['usa'],22,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=159,english94,female,"['pensacola', 'florida', 'usa']",english (eng),['none'],"['55,', 'female', '']",0,naturalistic,['usa'],55,55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=160,english95,male,"['mishawaka', 'indiana', 'usa']",english (eng),['none'],"['18,', 'male', '']",0,naturalistic,['usa'],18,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=161,english96,male,"['point pleasant', 'new jersey', 'usa']",english (eng),"['russian', '']","['31,', 'male', '']",0,naturalistic,['usa'],31,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=162,english97,male,"['wilmington nc', 'north carolina', 'usa']",english (eng),"['spanish', '']","['42,', 'male', '']",0,naturalistic,['usa'],42,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=163,english98,male,"['spokane', 'washington', 'usa']",english (eng),"['spanish', '']","['22,', 'male', '']",0,naturalistic,['usa'],22,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=164,english99,female,"['pittsburgh', 'pennsylvania', 'usa']",english (eng),"['french', 'spanish', '']","['52,', 'female', '']",0,naturalistic,['usa'],52,52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=63,english100,female,"['miami', 'florida', 'usa']",english (eng),['none'],"['23,', 'female', '']",0,naturalistic,['usa'],23,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=64,english101,female,"['toronto', 'ontario', 'canada']",english (eng),"['french', 'mandarin', '']","['18,', 'female', '']",0,naturalistic,['canada'],18,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=65,english102,male,"['torrington', 'connecticut', 'usa']",english (eng),['none'],"['22,', 'male', '']",0,naturalistic,['usa'],22,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=66,english103,male,"['staten island', 'new york', 'usa']",english (eng),"['german', '']","['21,', 'male', '']",0,naturalistic,['usa'],21,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=67,english104,female,"['youngstown', 'ohio', 'usa']",english (eng),"['spanish', '']","['18,', 'female', '']",0,naturalistic,['usa'],18,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=407,english105,male,"['windsor', 'ontario', 'canada']",english (eng),['none'],"['57,', 'male', '']",0,naturalistic,['canada'],57,57
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=408,english106,female,"['los angeles', 'california', 'usa']",english (eng),"['spanish', '']","['39,', 'female', '']",0,naturalistic,['usa'],39,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=416,english107,male,"['chicago', 'illinois', 'usa']",english (eng),"['spanish', '']","['19,', 'male', '']",0,naturalistic,['usa'],19,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=419,english108,male,"['strabane', 'northern ireland', 'uk']",english (eng),"['dutch', 'french', 'german', 'spanish', '']","['21,', 'male', '']",0,naturalistic,['uk'],21.5,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=420,english109,female,"['concord', 'new hampshire', 'usa']",english (eng),"['irish', '']","['26,', 'female', '']",0,naturalistic,['usa'],26,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=421,english110,male,"['great yarmouth', 'norfolk', 'uk']",english (eng),"['japanese', '']","['21,', 'male', '']",0,naturalistic,['uk'],0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=426,english111,male,"['bombay', 'india']",english (eng),"['hindi-urdu', 'french', '']","['21,', 'male', '']",0,naturalistic,"['india', 'usa']",4,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=427,english112,male,"['st. thomas', 'us virgin islands']",english (eng),"['french', '']","['21,', 'male', '']",0,naturalistic,['us virgin islands'],21,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=439,english113,male,"['wrexham', 'wales', 'uk']",english (eng),"['french', 'welsh', '']","['31,', 'male', '']",0,naturalistic,"['wales', 'australia']",31,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=442,english114,female,"['birmingham 2', 'alabama', 'usa']",english (eng),['none'],"['38,', 'female', '']",0,naturalistic,['usa'],38,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=443,english115,male,"['st. albans', 'hertfordshire', 'uk']",english (eng),['none'],"['31,', 'male', '']",0,naturalistic,['uk'],31,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=444,english116,male,"['atlanta', 'georgia', 'usa']",english (eng),['none'],"['56,', 'male', '']",0,naturalistic,['usa'],56,56
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=445,english117,female,"['elmore', 'alabama', 'usa']",english (eng),['none'],"['60,', 'female', '']",0,naturalistic,['usa'],60,60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=446,english118,male,"['akron', 'ohio', 'usa']",english (eng),['none'],"['19,', 'male', '']",0,naturalistic,['usa'],17,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=455,english119,female,"['saskatoon', 'saskatchewan', 'canada']",english (eng),['none'],"['32,', 'female', '']",0,naturalistic,['canada'],32,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=456,english120,male,"['saskatoon', 'saskatchewan', 'canada']",english (eng),"['german', '']","['65,', 'male', '']",0,naturalistic,['canada'],65,65
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=465,english121,male,"['waconia', 'minnesota', 'usa']",english (eng),"['french', '']","['21,', 'male', '']",0,naturalistic,['usa'],21,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=468,english122,female,"['kuala lumpur', 'malaysia']",english (eng),"['mandarin', 'japanese', '']","['20,', 'female', '']",0,naturalistic,"['singapore,usa']",13,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=469,english123,female,"['riverside', 'california', 'usa']",english (eng),['none'],"['28,', 'female', '']",0,naturalistic,"['usa', 'uk']",23,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=480,english124,male,"['brooklyn', 'new york', 'usa']",english (eng),['none'],"['38,', 'male', '']",0,naturalistic,['usa'],38,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=485,english125,male,"['st. george', 'queensland', 'australia']",english (eng),['none'],"['28,', 'male', '']",0,naturalistic,['australia'],28,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=487,english126,female,"['cincinnati', 'ohio', 'usa']",english (eng),"['spanish', '']","['34,', 'female', '']",0,naturalistic,['usa'],34,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=489,english127,male,"['new britain', 'connecticut', 'usa']",english (eng),['none'],"['39,', 'male', '']",0,naturalistic,['usa'],39,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=490,english128,female,"['miami', 'florida', 'usa']",english (eng),"['french', '']","['20,', 'female', '']",0,naturalistic,['usa'],20,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=492,english129,male,"['blackpool', 'lancashire', 'uk']",english (eng),"['korean', 'indonesian', 'polish', 'french', '']","['25,', 'male', '']",0,naturalistic,"['uk', 'australia']",25,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=496,english130,male,"['port elizabeth', 'south africa']",english (eng),"['afrikaans', '']","['32,', 'male', '']",0,naturalistic,['south africa'],32,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=497,english131,male,"['west palm beach', 'florida', 'usa']",english (eng),['none'],"['23,', 'male', '']",0,naturalistic,['usa'],23,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=503,english132,female,"['toronto', 'ontario', 'canada']",english (eng),['none'],"['18,', 'female', '']",0,naturalistic,['canada'],18,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=504,english133,female,"['norwich', 'new york', 'usa']",english (eng),"['spanish', '']","['36,', 'female', '']",0,naturalistic,['usa'],36,36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=506,english134,female,"['belfast', 'northern ireland', 'uk']",english (eng),"['french', '']","['22,', 'female', '']",0,naturalistic,['uk'],22,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=507,english135,male,"['orange beach', 'alabama', 'usa']",english (eng),['none'],"['22,', 'male', '']",0,naturalistic,['usa'],22,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=508,english136,male,"['calgary', 'alberta', 'canada']",english (eng),['none'],"['25,', 'male', '']",0,naturalistic,['canada'],25,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=509,english137,male,"['charleston', 'west virginia', 'usa']",english (eng),"['japanese', '']","['26,', 'male', '']",0,naturalistic,['usa'],26,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=510,english138,female,"['palmer', 'alaska', 'usa']",english (eng),"['german', '']","['25,', 'female', '']",0,naturalistic,['usa'],25,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=511,english139,male,"['providence', 'rhode island', 'usa']",english (eng),['none'],"['20,', 'male', '']",0,naturalistic,['usa'],20,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=515,english140,male,"['quezon city', 'philippines']",english (eng),"['tagalog', '']","['43,', 'male', '']",0,naturalistic,"['philippines,canada']",43,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=516,english141,male,"['york', 'uk']",english (eng),"['french', 'german', '']","['19,', 'male', '']",0,naturalistic,['uk'],19,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=517,english142,male,"['avon', 'new york', 'usa']",english (eng),"['french', '']","['19,', 'male', '']",0,naturalistic,['usa'],19,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=518,english143,male,"['minneapolis', 'minnesota', 'usa']",english (eng),"['french', '']","['42,', 'male', '']",0,naturalistic,"['usa', 'uk']",42,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=519,english144,male,"['barneys river', 'nova scotia', 'canada']",english (eng),"['spanish', '']","['24,', 'male', '']",0,naturalistic,['canada'],24,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=521,english145,male,"['bury st. edmunds', 'uk']",english (eng),['none'],"['18,', 'male', '']",0,naturalistic,['uk'],13,18
