href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=458,albanian3,male,"['tirana', 'albania']",afrikaans (afr),"['italian', 'french', 'russian', 'greek', 'spanish', '']","['44,', 'male', '']",35,naturalistic,['usa'],9,44
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=868,albanian4,male,"['mitrovice', 'kosovo']",afrikaans (afr),"['german', 'serbian', '']","['33,', 'male', '']",28,academic,['usa'],5,33
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=946,albanian5,male,"['vlore', 'albania']",afrikaans (afr),"['italian', '']","['31,', 'male', '']",11,academic,['usa'],8,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1081,albanian6,female,"['prishtina', 'kosovo']",afrikaans (afr),"['serbian', '']","['25,', 'female', '']",11,academic,['usa'],10,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1403,albanian7,female,"['prishtina', 'kosovo']",afrikaans (afr),"['serbian', '']","['45,', 'female', '']",11,academic,['usa'],12,45
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1404,albanian8,female,"['prishtina', 'kosovo']",afrikaans (afr),"['serbian', '']","['43,', 'female', '']",9,academic,['usa'],13,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1706,albanian9,female,"['tirana', 'albania']",afrikaans (afr),"['german', 'italian', 'french', 'spanish', 'latin', '']","['22,', 'female', '']",6,naturalistic,['usa'],1.4,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2289,albanian10,male,"['elbasan', 'albania']",afrikaans (afr),"['french', '']","['30,', 'male', '']",11,naturalistic,['usa'],19,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2316,albanian11,female,"['gjilan', 'kosovo']",afrikaans (afr),"['spanish', '']","['24,', 'female', '']",13,academic,['usa'],8,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2690,albanian12,male,"['tirana', 'albania']",afrikaans (afr),"['italian', '']","['51,', 'male', '']",14,naturalistic,['usa'],27,51
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2759,albanian13,female,"['durres', 'albania']",afrikaans (afr),"['spanish', '']","['18,', 'female', '']",8,academic,['usa'],4,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2800,albanian14,female,"['tirana', 'albania']",afrikaans (afr),"['italian', '']","['23,', 'female', '']",9,academic,['usa'],4,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=601,amazigh1,male,"['tata', 'morocco']",afrikaans (afr),"['french', 'arabic', 'spanish', '']","['37,', 'male', '']",32,academic,['usa'],7,37
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1498,amazigh2,male,"['ouarzazat', 'morocco']",afrikaans (afr),"['arabic', 'french', '']","['39,', 'male', '']",16,academic,['usa'],4,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2388,asl1,female,"['philadelphia', 'pennsylvania', 'usa']",afrikaans (afr),"['arabic', '']","['19,', 'female', '']",4,academic,['usa'],19,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2400,asl2,male,"['new york', 'new york', 'usa']",american sign language (ase),['none'],"['36,', 'male', '']",2,academic,['usa'],36,36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=6,amharic1,female,"['addis ababa', 'ethiopia']",amharic (amh),['none'],"['20,', 'female', '']",5,academic,['usa'],2,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=7,amharic2,male,"['arba minch', 'ethiopia']",amharic (amh),"['gamugna', '']","['23,', 'male', '']",7,academic,['usa'],2,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=8,amharic3,male,"['addis ababa', 'ethiopia']",amharic (amh),"['oromo', '']","['27,', 'male', '']",8,academic,['usa'],4,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=9,amharic4,male,"['addis ababa', 'ethiopia']",amharic (amh),['none'],"['20,', 'male', '']",7,academic,['usa'],2,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=10,amharic5,male,"['addis ababa', 'ethiopia']",amharic (amh),"['russian', '']","['31,', 'male', '']",7,academic,['usa'],3,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=985,amharic6,female,"['addis ababa', 'ethiopia']",amharic (amh),"['tigrigna', '']","['31,', 'female', '']",4,academic,['usa'],1,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=989,amharic7,male,"['addis ababa', 'ethiopia']",amharic (amh),"['kiswahili', '']","['38,', 'male', '']",13,academic,"['kenya', 'usa']",10,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=990,amharic8,female,"['addis ababa', 'ethiopia']",amharic (amh),"['arabic', '']","['30,', 'female', '']",12,academic,['usa'],20,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=991,amharic9,male,"['addis ababa', 'ethiopia']",amharic (amh),"['arabic', '']","['40,', 'male', '']",12,academic,"['kenya', 'usa']",7,40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=998,amharic10,female,"['gonder', 'ethiopia']",amharic (amh),['none'],"['29,', 'female', '']",19,naturalistic,['usa'],10,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1129,amharic11,female,"['addis ababa', 'ethiopia']",amharic (amh),"['harari', '']","['24,', 'female', '']",17,academic,['usa'],9,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1130,amharic12,female,"['addis ababa', 'ethiopia']",amharic (amh),['none'],"['26,', 'female', '']",15,academic,['usa'],10,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1131,amharic13,female,"['addis ababa', 'ethiopia']",amharic (amh),['none'],"['28,', 'female', '']",6,academic,['usa'],9,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1515,amharic14,male,"['addis ababa', 'ethiopia']",amharic (amh),['none'],"['31,', 'male', '']",12,academic,['usa'],11,31
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1516,amharic15,male,"['addis ababa', 'ethiopia']",amharic (amh),"['tigrigna', '']","['23,', 'male', '']",6,academic,['usa'],1,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1854,amharic16,male,"['werder', 'ethiopia']",amharic (amh),['none'],"['36,', 'male', '']",11,academic,['usa'],10,36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1906,amharic17,male,"['addis ababa', 'ethiopia']",amharic (amh),"['tigrigna', '']","['21,', 'male', '']",9,academic,['usa'],10,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2017,amharic18,female,"['addis ababa', 'ethiopia']",amharic (amh),"['french', 'tigrigna', '']","['20,', 'female', '']",2,naturalistic,['usa'],7,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2132,amharic19,female,"['tefki', 'ethiopia']",amharic (amh),"['oromo', '']","['19,', 'female', '']",10,academic,['usa'],9,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2135,amharic20,female,"['addis ababa', 'ethiopia']",amharic (amh),"['french', '']","['52,', 'female', '']",24,academic,['usa'],1,52
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2255,amharic21,male,"['addis ababa', 'ethiopia']",amharic (amh),['none'],"['24,', 'male', '']",15,academic,['usa'],6,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2392,amharic22,female,"['addis ababa', 'ethiopia']",amharic (amh),['none'],"['35,', 'female', '']",12,academic,['usa'],5,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2583,amharic23,male,"['addis ababa', 'ethiopia']",amharic (amh),['none'],"['32,', 'male', '']",10,academic,['usa'],3,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2744,amharic24,male,"['addis ababa', 'ethiopia']",amharic (amh),"['arabic', 'spanish', '']","['19,', 'male', '']",11,naturalistic,['usa'],8,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2821,amharic25,female,"['addis ababa', 'ethiopia']",amharic (amh),"['arabic', '']","['24,', 'female', '']",21,academic,['usa'],3,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2822,amharic26,female,"['addis ababa', 'ethiopia']",amharic (amh),"['tigrigna', '']","['30,', 'female', '']",23,naturalistic,['usa'],7,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2830,amharic27,female,"['addis ababa', 'ethiopia']",amharic (amh),['none'],"['18,', 'female', '']",5,naturalistic,['usa'],11,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=11,arabic1,female,"['riyadh', 'saudi arabia']",arabic (ars),['none'],"['38,', 'female', '']",12,academic,['usa'],4,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=16,arabic2,male,"['damascus', 'syria']",arabic (abv),['none'],"['18,', 'male', '']",2.5,naturalistic,['usa'],3,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=17,arabic3,male,"['doha', 'qatar']",arabic (afb),['none'],"['24,', 'male', '']",9,academic,['usa'],1,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=18,arabic4,male,"['sharjah', 'united arab emirates']",arabic (afb),"['french', '']","['19,', 'male', '']",6,academic,['usa'],0.6,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=19,arabic5,female,"['casablanca', 'morocco']",arabic (ary),"['french', '']","['19,', 'female', '']",15,academic,['usa'],0.6,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=20,arabic6,male,"['sanaa', 'yemen']",arabic (ayn),['none'],"['21,', 'male', '']",14.5,academic,"['uk,usa']",2,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=21,arabic7,female,"['casablanca', 'morocco']",arabic (ary),"['french', '']","['18,', 'female', '']",15,academic,['usa'],0.1,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=22,arabic8,male,"['casablanca', 'morocco']",arabic (ary),"['french', '']","['21,', 'male', '']",17,academic,['usa'],0.7,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=23,arabic9,female,"['jerusalem', 'israel']",arabic (ajp),['none'],"['28,', 'female', '']",4,academic,['usa'],12,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=12,arabic10,male,"['cairo', 'egypt']",arabic (arz),"['french', 'german', '']","['26,', 'male', '']",5,academic,['usa'],2,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=13,arabic11,female,"['monastir', 'tunisia']",arabic (aeb),"['french', '']","['30,', 'female', '']",14,academic,['usa'],4,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=14,arabic12,male,"['baghdad', 'iraq']",arabic (acm),['none'],"['32,', 'male', '']",11,academic,['usa'],8,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=15,arabic13,male,"['zabbougha', 'lebanon']",arabic (apc),"['french', 'swedish', '']","['25,', 'male', '']",15,academic,['usa'],1,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=428,arabic14,male,"['amman', 'jordan']",arabic (ajp),"['hebrew', '']","['47,', 'male', '']",11,naturalistic,['usa'],25,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=437,arabic15,male,"['qayrawan', 'tunisia']",arabic (aeb),"['french', '']","['40,', 'male', '']",33,naturalistic,['usa'],7,40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=471,arabic16,male,"['meknes', 'morocco']",arabic (ary),"['french', 'spanish', '']","['22,', 'male', '']",16,academic,[''],0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=512,arabic17,male,"['settat', 'morocco']",arabic (ary),"['french', '']","['35,', 'male', '']",15,academic,[''],0,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=539,arabic18,male,"['kuwait city', 'kuwait']",arabic (afb),"['french', '']","['18,', 'male', '']",6,academic,[''],0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=625,arabic19,male,"['khouribga', 'morocco']",arabic (ary),"['french', '']","['43,', 'male', '']",18,academic,['usa'],8,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=643,arabic20,male,"['chtaura', 'beqa valley', 'lebanon']",arabic (apc),"['french', 'german', '']","['36,', 'male', '']",12,academic,['usa'],1,36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=670,arabic21,female,"['beirut', 'lebanon']",arabic (apc),"['french', '']","['46,', 'female', '']",30,naturalistic,['usa'],13,46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=920,arabic22,female,"['abu dhabi', 'united arab emirates']",arabic (afb),"['french', 'hebrew', '']","['23,', 'female', '']",10,academic,[''],0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=927,arabic23,male,"['al mahalla', 'egypt']",arabic (arz),"['italian', 'farsi', 'french', 'hebrew', '']","['42,', 'male', '']",13,academic,['usa'],8,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=970,arabic24,male,"['cairo', 'egypt']",arabic (arz),['none'],"['40,', 'male', '']",7,academic,['uk'],3,40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1011,arabic25,male,"['ramun', 'israel (occupied territory)']",arabic (ajp),"['french', 'spanish', '']","['38,', 'male', '']",5,naturalistic,['usa'],33,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1012,arabic26,female,"['amman', 'jordan']",arabic (ajp),['none'],"['43,', 'female', '']",14,academic,['usa'],28,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1013,arabic27,male,"['jerusalem', 'israel']",arabic (ajp),"['farsi', 'hebrew', '']","['70,', 'male', '']",10,academic,['usa'],30,70
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1115,arabic28,male,"['al-ayn', 'united arab emirates']",arabic (afb),['none'],"['30,', 'male', '']",12,academic,['usa'],1,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1116,arabic29,male,"['doha', 'qatar']",arabic (afb),['none'],"['19,', 'male', '']",17,academic,['usa'],0.3,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1133,arabic30,female,"['riyadh', 'saudi arabia']",arabic (ars),['none'],"['19,', 'female', '']",8,naturalistic,['usa'],11,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1181,arabic31,female,"['baghdad', 'iraq']",arabic (acm),['none'],"['47,', 'female', '']",12,academic,['usa'],0.3,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1203,arabic32,male,"['baghdad', 'iraq']",arabic (acm),['none'],"['42,', 'male', '']",12,academic,['usa'],16,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1204,arabic33,female,"['baghdad', 'iraq']",arabic (acm),['none'],"['28,', 'female', '']",11,academic,['usa'],0.3,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1253,arabic34,female,"['kuwait city', 'kuwait']",arabic (afb),"['french', '']","['34,', 'female', '']",6,academic,['usa'],4,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1391,arabic35,male,"['jiddah', 'saudi arabia']",arabic (acw),['none'],"['56,', 'male', '']",16,naturalistic,['usa'],33,56
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1392,arabic36,male,"['jiddah', 'saudi arabia']",arabic (acw),['none'],"['36,', 'male', '']",6,academic,"['usa', 'uk']",6,36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1393,arabic37,male,"['jiddah', 'saudi arabia']",arabic (acw),['none'],"['18,', 'male', '']",16,academic,['usa'],0.4,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1394,arabic38,female,"['shady grove', 'maryland', 'usa']",arabic (acw),['none'],"['19,', 'female', '']",9,academic,['usa'],12,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1405,arabic39,male,"['jiddah', 'saudi arabia']",arabic (acw),['none'],"['22,', 'male', '']",5,academic,['usa'],2,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1420,arabic40,male,"['jiddah', 'saudi arabia']",arabic (acw),['none'],"['19,', 'male', '']",13,academic,['usa'],0.1,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1421,arabic41,male,"['riyadh', 'saudi arabia']",arabic (acw),['none'],"['25,', 'male', '']",7,academic,['usa'],1.5,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1422,arabic42,male,"['jiddah', 'saudi arabia']",arabic (acw),['none'],"['21,', 'male', '']",13,academic,['usa'],0.5,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1426,arabic43,female,"['beirut', 'lebanon']",arabic (apc),"['french', 'spanish', '']","['29,', 'female', '']",8,academic,[''],0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1455,arabic44,female,"['jiddah', 'saudi arabia']",arabic (acw),['none'],"['29,', 'female', '']",7,academic,['usa'],0.6,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1456,arabic45,female,"['fort collins', 'colorado', 'usa']",arabic (acw),"['turkish', '']","['32,', 'female', '']",12,naturalistic,['usa'],0.5,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1457,arabic46,male,"['jiddah', 'saudi arabia']",arabic (acw),['none'],"['28,', 'male', '']",13,academic,"['uk', 'usa']",1,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1458,arabic47,male,"['jiddah', 'saudi arabia']",arabic (acw),['none'],"['39,', 'male', '']",16,academic,['usa'],0.75,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1459,arabic48,male,"['mecca', 'saudi arabia']",arabic (acw),['none'],"['29,', 'male', '']",12,academic,['usa'],1,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1460,arabic49,male,"['medina', 'saudi arabia']",arabic (acw),['none'],"['26,', 'male', '']",8,academic,['usa'],1,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1461,arabic50,male,"['jiddah', 'saudi arabia']",arabic (acw),['none'],"['36,', 'male', '']",22,academic,['usa'],0.75,36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1486,arabic51,male,"['jiddah', 'saudi arabia']",arabic (acw),['none'],"['23,', 'male', '']",12,academic,['usa'],4,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1487,arabic52,female,"['jiddah', 'saudi arabia']",arabic (acw),['none'],"['21,', 'female', '']",9,academic,['usa'],5,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1526,arabic53,male,"['rabat', 'morocco']",arabic (ary),"['french', 'tachelhit', 'danish', 'swedish', '']","['36,', 'male', '']",17,academic,['usa'],12,36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1565,arabic54,male,"['baghdad', 'iraq']",arabic (acm),"['french', '']","['22,', 'male', '']",7,academic,['usa'],3,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1569,arabic55,male,"['beirut', 'lebanon']",arabic (apc),"['french', '']","['70,', 'male', '']",33,academic,['usa'],37,70
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1677,arabic56,male,"['ain defla', 'algeria']",arabic (arq),"['french', '']","['43,', 'male', '']",12,academic,['usa'],3,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1699,arabic57,female,"['beirut', 'lebanon']",arabic (apc),"['french', '']","['28,', 'female', '']",17,academic,['usa'],11,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1700,arabic58,male,"['baghdad', 'iraq']",arabic (acm),['none'],"['34,', 'male', '']",9,academic,['usa'],5.5,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1702,arabic59,male,"['irbid', 'jordan']",arabic (ajp),"['german', '']","['55,', 'male', '']",9,academic,['usa'],35,55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1711,arabic60,male,"['cairo', 'egypt']",arabic (arz),"['french', '']","['60,', 'male', '']",14,academic,['usa'],23,60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1753,arabic61,male,"['manama', 'bahrain']",arabic (afb),"['turkish', 'urdu', '']","['20,', 'male', '']",7,academic,['usa'],1.75,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1768,arabic62,male,"['ad dammam', 'saudi arabia']",arabic (ars),['none'],"['19,', 'male', '']",18,academic,['usa'],1,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1769,arabic63,female,"['bani walid', 'libya']",arabic (ayl),['none'],"['28,', 'female', '']",10,academic,['usa'],0.3,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1777,arabic64,male,"['riyadh', 'saudi arabia']",arabic (ars),['none'],"['23,', 'male', '']",6,naturalistic,['usa'],3,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1778,arabic65,female,"['samail', 'oman']",arabic (acx),['none'],"['32,', 'female', '']",10,academic,"['canada', 'usa']",6,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1784,arabic66,male,"['medina', 'saudi arabia']",arabic (ars),['none'],"['50,', 'male', '']",14,academic,['usa'],1,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1785,arabic67,male,"['nasriah', 'iraq']",arabic (afb),['none'],"['43,', 'male', '']",22,academic,['usa'],20,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1805,arabic68,male,"['london', 'uk']",arabic (ars),['none'],"['20,', 'male', '']",6,naturalistic,"['uk', 'usa']",9,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1810,arabic69,female,"['kerma', 'sudan']",arabic (apd),"['nobiin', '']","['55,', 'female', '']",15,academic,"['uk', 'usa']",21,55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1827,arabic70,male,"['casablanca', 'morocco']",arabic (ary),"['french', 'spanish', '']","['47,', 'male', '']",16,academic,['usa'],25,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1828,arabic71,female,"['kuwait city', 'kuwait']",arabic (afb),"['turkish', 'spanish', '']","['29,', 'female', '']",21,naturalistic,['usa'],8,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1832,arabic72,female,"['baghdad', 'iraq']",arabic (acm),['none'],"['20,', 'female', '']",11,academic,['usa'],4.8,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1841,arabic73,female,"['nazareth', 'israel']",arabic (ajp),"['hebrew', '']","['47,', 'female', '']",7,academic,['usa'],28,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1870,arabic74,male,"['alexandria', 'egypt']",arabic (arz),"['french', '']","['18,', 'male', '']",4,academic,['usa'],0.4,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1885,arabic75,female,"['riyadh', 'saudi arabia']",arabic (ars),['none'],"['26,', 'female', '']",2,naturalistic,['usa'],5.2,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1892,arabic76,male,"['jiddah', 'saudi arabia']",arabic (acw),['none'],"['25,', 'male', '']",4,naturalistic,['usa'],0.2,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1894,arabic77,female,"['ad dammam', 'saudi arabia']",arabic (acw),"['korean', 'japanese', '']","['18,', 'female', '']",4,naturalistic,['usa'],1,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1897,arabic78,female,"['washington', 'district of columbia', 'usa']",arabic,['none'],"['19,', 'female', '']",3,naturalistic,['usa'],8,19
